Time [s],Value,Parity Error,Framing Error
40.501247416666665,0x0A,,
40.502289666666670,0x00,,
40.503332000000000,0xFE,,
40.504374333333331,0x10,,
40.505520833333335,0x21,,
40.506563083333333,0xC2,,
40.507605416666664,0x00,,
40.508647666666668,0x09,,
40.509689999999999,0x00,,
40.510732249999997,0x02,,
40.511774583333334,0x50,,
40.512816833333332,0x0B,,
40.513859166666670,0x6A,,
40.514901416666667,0x62,,
40.521104583333333,0x01,,
40.522148749999999,0x12,,
40.523192666666667,0x00,,
40.524236583333334,0x10,,
40.525280500000001,0x21,,
40.526324416666668,0xFE,,
40.527368416666668,0x86,,
40.528412333333335,0x00,,
40.529456250000003,0x09,,
40.530500166666670,0x00,,
40.531544083333330,0x0A,,
40.532587999999997,0x50,,
40.533631916666664,0x0B,,
40.534675833333331,0x00,,
40.535719749999998,0x00,,
40.536763666666666,0x00,,
40.537807583333333,0x00,,
40.538851500000000,0x00,,
40.539895500000000,0x00,,
40.540939416666667,0x00,,
40.541983333333334,0x00,,
40.543027250000002,0xDB,,
40.544071166666669,0xB2,,
40.551798499999997,0x55,,
40.552945000000001,0x01,,
40.554195749999998,0x0C,,
40.555238083333336,0x00,,
40.556280333333333,0xFE,,
40.557322666666664,0x10,,
40.558364916666669,0x21,,
40.559407250000000,0xC0,,
40.560449499999997,0x00,,
40.561491833333335,0x0A,,
40.562534083333333,0x00,,
40.563576416666663,0x04,,
40.564618666666668,0x30,,
40.565869416666665,0x00,,
40.567224416666669,0x00,,
40.568266666666666,0x10,,
40.569308999999997,0x21,,
40.570351250000002,0xA3,,
40.571393583333332,0x2B,,
40.579564333333330,0x01,,
40.580608499999997,0x07,,
40.581652416666664,0x00,,
40.582696333333331,0x10,,
40.583740249999998,0x21,,
40.584784166666665,0xFE,,
40.585828083333332,0x90,,
40.586872000000000,0x00,,
40.587915916666667,0x0A,,
40.588959833333334,0x00,,
40.590003833333334,0x03,,
40.591047750000001,0xA5,,
40.598493083333331,0x55,,
40.599535416666669,0x01,,
40.600577666666666,0x0A,,
40.601619999999997,0x00,,
40.602662250000002,0xFE,,
40.603704583333332,0x10,,
40.604746833333330,0x21,,
40.605893333333334,0xC2,,
40.607248333333331,0x00,,
40.608290666666669,0x0B,,
40.609332916666666,0x00,,
40.610375249999997,0x02,,
40.611417500000002,0x50,,
40.612459833333332,0x0B,,
40.613502083333330,0x13,,
40.614544416666668,0xA2,,
40.620694916666665,0x01,,
40.621739083333331,0x12,,
40.622782999999998,0x00,,
40.623826916666665,0x10,,
40.624870833333333,0x21,,
40.625914750000000,0xFE,,
40.626958666666667,0x86,,
40.628002583333334,0x00,,
40.629046583333334,0x0B,,
40.630090500000001,0x00,,
40.631134416666669,0x0A,,
40.632178333333336,0x50,,
40.633222250000003,0x0B,,
40.634266166666670,0x00,,
40.635310083333330,0x00,,
40.636353999999997,0x00,,
40.637397916666664,0x00,,
40.638441833333331,0x20,,
40.639485749999999,0x04,,
40.640529666666666,0x00,,
40.641573583333333,0x10,,
40.642617583333333,0x30,,
40.643661500000000,0x97,,
40.644705416666667,0x3D,,
40.653838749999998,0x55,,
40.654881000000003,0x01,,
40.655923333333334,0x0C,,
40.657278249999997,0x00,,
40.658320583333335,0xFE,,
40.659362833333333,0x10,,
40.660405166666663,0x21,,
40.661447416666668,0xC0,,
40.662489749999999,0x00,,
40.663531999999996,0x0C,,
40.664574333333334,0x00,,
40.665720833333332,0x04,,
40.666763083333336,0x30,,
40.667805416666667,0x10,,
40.668847666666665,0x21,,
40.669890000000002,0x00,,
40.670932250000000,0x03,,
40.671974583333331,0x15,,
40.673016833333335,0x2A,,
40.681868833333333,0x01,,
40.682912999999999,0x07,,
40.683956916666666,0x00,,
40.685000833333334,0x10,,
40.686044750000001,0x21,,
40.687088666666668,0xFE,,
40.688132583333335,0x90,,
40.689176583333335,0x00,,
40.690220500000002,0x0C,,
40.691264416666669,0x00,,
40.692308333333337,0x00,,
40.693352249999997,0x10,,
40.694396166666664,0x25,,
40.703243250000000,0x55,,
40.704285583333331,0x01,,
40.705327833333335,0x0A,,
40.706370166666666,0x00,,
40.707412416666664,0xFE,,
40.708454750000001,0x10,,
40.709496999999999,0x21,,
40.710539333333337,0xC2,,
40.711581583333334,0x00,,
40.712623916666665,0x0D,,
40.713666166666670,0x00,,
40.714708500000000,0x02,,
40.715959249999997,0x50,,
40.717522666666667,0x0B,,
40.718564999999998,0x9B,,
40.719607250000003,0xA2,,
40.726548749999999,0x01,,
40.727592916666666,0x12,,
40.728636833333333,0x00,,
40.729680750000000,0x10,,
40.730724666666667,0x21,,
40.731768583333334,0xFE,,
40.732812583333335,0x86,,
40.733856500000002,0x00,,
40.734900416666669,0x0D,,
40.735944333333336,0x00,,
40.736988250000003,0x0A,,
40.738032166666663,0x50,,
40.739076083333330,0x0B,,
40.740119999999997,0x00,,
40.741163916666665,0x00,,
40.742207833333332,0x00,,
40.743251749999999,0x00,,
40.744295749999999,0x00,,
40.745339666666666,0x00,,
40.746383583333333,0x00,,
40.747427500000001,0x00,,
40.748471416666668,0xD5,,
40.749515333333335,0x36,,
40.757233916666664,0x55,,
40.758276250000002,0x01,,
40.759318499999999,0x0C,,
40.760360833333330,0x00,,
40.761403083333335,0xFE,,
40.762445416666665,0x10,,
40.763487666666670,0x21,,
40.764530000000001,0xC0,,
40.765676499999998,0x00,,
40.766718750000003,0x0E,,
40.767761083333333,0x00,,
40.768803333333331,0x04,,
40.769845666666669,0x30,,
40.770887916666666,0x00,,
40.771930249999997,0x00,,
40.772972500000002,0x03,,
40.774014833333332,0x67,,
40.775057083333330,0x2A,,
40.783338166666667,0x01,,
40.784382333333333,0x07,,
40.785426333333334,0x00,,
40.786470250000001,0x10,,
40.787514166666668,0x21,,
40.788558083333335,0xFE,,
40.789602000000002,0x90,,
40.790645916666669,0x00,,
40.791689833333336,0x0E,,
40.792733749999996,0x00,,
40.793777666666664,0x10,,
40.794821583333331,0x21,,
40.795865499999998,0x65,,
40.803824249999998,0x55,,
40.804866583333336,0x01,,
40.806013083333333,0x0A,,
40.807368083333330,0x00,,
40.808410416666668,0xFE,,
40.809452666666665,0x10,,
40.810495000000003,0x21,,
40.811537250000001,0xC2,,
40.812579499999998,0x00,,
40.813621833333336,0x0F,,
40.814664083333334,0x00,,
40.815810666666664,0x02,,
40.816852916666669,0x50,,
40.817895249999999,0x0B,,
40.818937499999997,0xE2,,
40.819979833333335,0x62,,
40.826347833333337,0x01,,
40.827392000000003,0x12,,
40.828435916666663,0x00,,
40.829479916666664,0x10,,
40.830523833333331,0x21,,
40.831567749999998,0xFE,,
40.832611666666665,0x86,,
40.833655583333332,0x00,,
40.834699499999999,0x0F,,
40.835743416666666,0x00,,
40.836787333333334,0x0A,,
40.837831250000001,0x50,,
40.838875166666668,0x0B,,
40.839919083333335,0x00,,
40.840963000000002,0x00,,
40.842007000000002,0x00,,
40.843050916666670,0x00,,
40.844094833333337,0x20,,
40.845138749999997,0x04,,
40.846182666666664,0x00,,
40.847226583333331,0x10,,
40.848270499999998,0x30,,
40.849314416666665,0x99,,
40.850358333333332,0xB9,,
40.858231833333335,0x55,,
40.859274166666665,0x01,,
40.860524916666670,0x0C,,
40.861567166666667,0x00,,
40.862609499999998,0xFE,,
40.863651750000002,0x10,,
40.864694083333333,0x21,,
40.865840583333330,0xC0,,
40.866882833333335,0x00,,
40.867925166666666,0x10,,
40.868967499999997,0x30,,
40.870009750000001,0x00,,
40.871051999999999,0x04,,
40.872094333333337,0x30,,
40.873136583333334,0x10,,
40.874178916666665,0x21,,
40.875221166666670,0x00,,
40.876367750000000,0x04,,
40.877409999999998,0x89,,
40.878452250000002,0x29,,
40.884181249999997,0x01,,
40.885225416666664,0x07,,
40.886269333333331,0x00,,
40.887313249999998,0x10,,
40.888357166666665,0x21,,
40.889401083333333,0xFE,,
40.890445000000000,0x90,,
40.891488916666667,0x00,,
40.892532833333334,0x10,,
40.893576750000001,0x30,,
40.894620666666668,0x00,,
40.895664666666669,0x08,,
40.896708583333336,0xC5,,
40.904196833333330,0x55,,
40.905239166666668,0x01,,
40.906385666666665,0x0A,,
40.907428000000003,0x00,,
40.908470250000001,0xFE,,
40.909512583333331,0x10,,
40.910554833333336,0x21,,
40.911597083333334,0xC2,,
40.912639416666664,0x00,,
40.913681666666669,0x11,,
40.914724000000000,0x00,,
40.915870499999997,0x02,,
40.916912833333335,0x50,,
40.917955083333332,0x0B,,
40.918997416666670,0x4A,,
40.920039666666668,0x60,,
40.926355749999999,0x01,,
40.927399916666666,0x12,,
40.928443833333333,0x00,,
40.929487750000000,0x10,,
40.930531666666667,0x21,,
40.931575583333334,0xFE,,
40.932619500000001,0x86,,
40.933663416666668,0x00,,
40.934707416666669,0x11,,
40.935751333333336,0x00,,
40.936795250000003,0x0A,,
40.937839166666670,0x50,,
40.938883083333330,0x0B,,
40.939926999999997,0x00,,
40.940970916666664,0x00,,
40.942014833333332,0x00,,
40.943058749999999,0x00,,
40.944102666666666,0x00,,
40.945146583333333,0x00,,
40.946190500000000,0x00,,
40.947234500000000,0x00,,
40.948278416666668,0xFA,,
40.949322333333335,0x6A,,
40.957040999999997,0x55,,
40.958083250000001,0x01,,
40.959125583333332,0x0C,,
40.960167833333337,0x00,,
40.961210166666667,0xFE,,
40.962252416666665,0x10,,
40.963294750000003,0x21,,
40.964337000000000,0xC0,,
40.965379333333331,0x00,,
40.966421583333336,0x12,,
40.967463916666667,0x00,,
40.968506166666664,0x04,,
40.969548500000002,0x30,,
40.970590750000000,0x00,,
40.971633083333330,0x00,,
40.972675333333335,0x04,,
40.973717583333332,0xFB,,
40.974759916666663,0x29,,
40.982310083333331,0x01,,
40.983354249999998,0x07,,
40.984398166666665,0x00,,
40.985442083333332,0x10,,
40.986485999999999,0x21,,
40.987529916666666,0xFE,,
40.988573833333334,0x90,,
40.989617750000001,0x00,,
40.990661666666668,0x12,,
40.991705583333335,0x00,,
40.992749500000002,0x09,,
40.993793416666669,0xA5,,
41.001234083333337,0x55,,
41.002276416666668,0x01,,
41.003318666666665,0x0A,,
41.004360916666670,0x00,,
41.005403250000001,0xFE,,
41.006445583333331,0x10,,
41.007487833333336,0x21,,
41.008530166666667,0xC2,,
41.009572416666664,0x00,,
41.010614666666669,0x13,,
41.011657000000000,0x00,,
41.012699249999997,0x02,,
41.013741583333335,0x50,,
41.014783833333333,0x0B,,
41.015930416666670,0x33,,
41.016972666666668,0xA0,,
41.023440666666666,0x01,,
41.024484833333332,0x12,,
41.025528749999999,0x00,,
41.026572666666667,0x10,,
41.027616583333334,0x21,,
41.028660500000001,0xFE,,
41.029704416666668,0x86,,
41.030748333333335,0x00,,
41.031792250000002,0x13,,
41.032836166666669,0x00,,
41.033880083333337,0x0A,,
41.034924083333337,0x50,,
41.035967999999997,0x0B,,
41.037011916666664,0x00,,
41.038055833333331,0x00,,
41.039099749999998,0x00,,
41.040143666666665,0x00,,
41.041187583333333,0x20,,
41.042231500000000,0x04,,
41.043275416666667,0x00,,
41.044319333333334,0x10,,
41.045363250000001,0x30,,
41.046407166666668,0xB6,,
41.047451166666669,0xE5,,
41.055224750000001,0x55,,
41.056266999999998,0x01,,
41.057309333333336,0x0C,,
41.058351583333334,0x00,,
41.059393916666664,0xFE,,
41.060436166666669,0x10,,
41.061478416666667,0x21,,
41.062520749999997,0xC0,,
41.063563000000002,0x00,,
41.064605333333333,0x14,,
41.065647666666663,0x00,,
41.066898416666668,0x04,,
41.067940666666665,0x30,,
41.068983000000003,0x10,,
41.070025250000000,0x21,,
41.071067583333331,0x00,,
41.072109833333336,0x10,,
41.073152166666667,0x25,,
41.074194416666664,0x0D,,
41.075236666666669,0x29,,
41.081274000000001,0x01,,
41.082318166666667,0x07,,
41.083362083333334,0x00,,
41.084406000000001,0x10,,
41.085449916666668,0x21,,
41.086493833333336,0xFE,,
41.087537833333336,0x90,,
41.088581750000003,0x00,,
41.089625666666670,0x14,,
41.090669583333330,0x00,,
41.091713499999997,0x0A,,
41.092757416666664,0x10,,
41.093801333333332,0x25,,
41.101293916666670,0x55,,
41.102336250000000,0x01,,
41.103586999999997,0x0A,,
41.104629250000002,0x00,,
41.105671583333333,0xFE,,
41.106922333333330,0x10,,
41.107964583333334,0x21,,
41.109006916666665,0xC2,,
41.110049166666670,0x00,,
41.111091500000001,0x15,,
41.112133749999998,0x00,,
41.113176083333336,0x02,,
41.114218333333334,0x50,,
41.115260666666664,0x0B,,
41.116615666666668,0xBB,,
41.117762166666665,0xA0,,
41.123448500000002,0x01,,
41.124492666666669,0x12,,
41.125536583333336,0x00,,
41.126580500000003,0x10,,
41.127624500000003,0x21,,
41.128668416666663,0xFE,,
41.129712333333330,0x86,,
41.130756249999997,0x00,,
41.131800166666665,0x15,,
41.132844083333332,0x00,,
41.133887999999999,0x0A,,
41.134931916666666,0x50,,
41.135975833333333,0x0B,,
41.137019750000000,0x00,,
41.138063666666667,0x00,,
41.139107583333335,0x00,,
41.140151583333335,0x00,,
41.141195500000002,0x00,,
41.142239416666669,0x00,,
41.143283333333336,0x00,,
41.144327250000003,0x00,,
41.145371166666663,0xF4,,
41.146415083333331,0xEE,,
41.154450750000002,0x55,,
41.155493083333333,0x01,,
41.156535333333331,0x0C,,
41.157681833333335,0x00,,
41.158724166666666,0xFE,,
41.159766416666663,0x10,,
41.160808750000001,0x21,,
41.161850999999999,0xC0,,
41.162893333333336,0x00,,
41.163935583333334,0x16,,
41.164977916666665,0x00,,
41.166228666666669,0x04,,
41.167583666666665,0x30,,
41.168625916666670,0x00,,
41.169668250000001,0x00,,
41.170710499999998,0x10,,
41.171752833333336,0x25,,
41.172795083333334,0x7F,,
41.173837333333331,0x29,,
41.182743416666668,0x01,,
41.183787583333334,0x07,,
41.184831500000001,0x00,,
41.185875416666669,0x10,,
41.186919333333336,0x21,,
41.187963250000003,0xFE,,
41.189007166666670,0x90,,
41.190051083333330,0x00,,
41.191094999999997,0x16,,
41.192138916666664,0x00,,
41.193182833333331,0x0B,,
41.194226833333332,0x65,,
41.201666500000002,0x55,,
41.202708833333332,0x01,,
41.203751083333330,0x0A,,
41.204793416666668,0x00,,
41.205939916666665,0xFE,,
41.206982166666670,0x10,,
41.208024500000001,0x21,,
41.209066749999998,0xC2,,
41.210109083333336,0x00,,
41.211151333333333,0x17,,
41.212193666666664,0x00,,
41.213235916666669,0x02,,
41.214278250000000,0x50,,
41.215320499999997,0x0B,,
41.216675500000001,0xC2,,
41.217821999999998,0x60,,
41.223874000000002,0x01,,
41.224918166666669,0x12,,
41.225962083333336,0x00,,
41.227006000000003,0x10,,
41.228049916666670,0x21,,
41.229093833333330,0xFE,,
41.230137749999997,0x86,,
41.231181666666664,0x00,,
41.232225583333332,0x17,,
41.233269499999999,0x00,,
41.234313499999999,0x0A,,
41.235357333333333,0x50,,
41.236401333333333,0x0B,,
41.237445250000000,0x00,,
41.238489166666668,0x00,,
41.239533083333335,0x00,,
41.240577000000002,0x00,,
41.241620916666669,0x20,,
41.242664833333336,0x04,,
41.243708750000003,0x00,,
41.244752666666663,0x10,,
41.245796583333330,0x30,,
41.246840583333331,0xB8,,
41.247884499999998,0x61,,
41.255761416666665,0x55,,
41.256803666666670,0x01,,
41.258054416666667,0x0C,,
41.259096749999998,0x00,,
41.260139000000002,0xFE,,
41.261181333333333,0x10,,
41.262223583333331,0x21,,
41.263265916666668,0xC0,,
41.264308166666666,0x00,,
41.265350499999997,0x18,,
41.266601250000001,0x00,,
41.267643499999998,0x04,,
41.268685833333336,0x30,,
41.269728083333334,0x10,,
41.270770333333331,0x21,,
41.271812666666669,0x00,,
41.272854916666667,0x07,,
41.273897249999997,0x40,,
41.274939500000002,0xE8,,
41.284212750000002,0x01,,
41.285256916666668,0x07,,
41.286300833333335,0x00,,
41.287344750000003,0x10,,
41.288388666666670,0x21,,
41.289432666666670,0xFE,,
41.290476583333330,0x90,,
41.291520499999997,0x00,,
41.292564416666664,0x18,,
41.293608333333331,0x00,,
41.294652249999999,0x0F,,
41.295696166666666,0x10,,
41.296740083333333,0x25,,
41.304227916666669,0x55,,
41.305374416666666,0x01,,
41.306625166666670,0x0A,,
41.307667416666668,0x00,,
41.308709749999998,0xFE,,
41.309752000000003,0x10,,
41.310794333333334,0x21,,
41.311836583333331,0xC2,,
41.312878916666669,0x00,,
41.313921166666667,0x19,,
41.314963499999998,0x00,,
41.316110000000002,0x02,,
41.317152333333333,0x50,,
41.318194583333330,0x0B,,
41.319236916666668,0xAB,,
41.320279166666666,0xA1,,
41.326387250000003,0x01,,
41.327431416666670,0x12,,
41.328475333333330,0x00,,
41.329519333333330,0x10,,
41.330563249999997,0x21,,
41.331607166666664,0xFE,,
41.332651083333332,0x86,,
41.333694999999999,0x00,,
41.334738916666666,0x19,,
41.335782833333333,0x00,,
41.336826750000000,0x0A,,
41.337870666666667,0x50,,
41.338914583333334,0x0B,,
41.339958500000002,0x00,,
41.341002416666669,0x00,,
41.342046416666669,0x00,,
41.343090333333336,0x00,,
41.344134250000003,0x00,,
41.345178166666663,0x00,,
41.346222083333330,0x00,,
41.347265999999998,0x00,,
41.348309916666665,0xE5,,
